title,review_structured,parsed_rate
Transition Based Dependency Parser for Amharic Language Using Deep Learning | OpenReview,"{""strengths"": [""Implementation of arc-eager transition system"", ""Use of LSTM network"", ""Reduction of dependency classes for increased data examples""], ""weaknesses"": [""Decrease in accuracy of labeled attachment score"", ""Limited tree-bank size and quality for Amharic language"", ""Morphological information not considered in parser model""]}",8.2
Input Complexity and Out-of-distribution Detection with Likelihood-based Generative Models | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Relational State-Space Model for Stochastic Multi-Object Systems | OpenReview,"{""strengths"": [""Flexible approach to modeling multi-object dynamics"", ""Use of graph neural networks for relational information"", ""Potential for incorporating normalizing flows""], ""weaknesses"": [""Lack of clarity on how R-SSM differs from existing SSMs"", ""Unclear how auxiliary contrastive objectives enhance model performance"", ""Potential computational complexity of GNNs""]}",8.2
Stochastic Latent Actor-Critic: Deep Reinforcement Learning with a Latent Variable Model | OpenReview,"{""strengths"": [""Sample-efficient"", ""Improves performance over alternative representations"", ""Comparable to model-based RL methods""], ""weaknesses"": [""Assumes high-capacity deep networks"", ""Depends on complex sequential latent variable model"", ""May require large amount of data""]}",8.5
The Shape of Data: Intrinsic Distance for Data Distributions | OpenReview,"{""strengths"": [""Novel approach to data distribution comparison"", ""Effective in evaluating generative models"", ""Discerns structure of data manifolds""], ""weaknesses"": [""Limited applicability to high-dimensional data"", ""Dependence on spectral variant of Gromov-Wasserstein distance"", ""Potential complexity in implementation""]}",8.5
Towards Understanding the Spectral Bias of Deep Learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Fast Training of Sparse Graph Neural Networks on Dense Hardware | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Leveraging Entanglement Entropy for Deep Understanding of Attention Matrix in Text Matching | OpenReview,"{""strengths"": [""Improves understanding of attention matrix in text matching"", ""Provides a feasible solution to entanglement entropy for matching tasks"", ""Adapts to network architecture in text matching tasks""], ""weaknesses"": [""Assumes a fixed mapping between entanglement entropy and attention matrix"", ""Limited to specific tasks (text matching)"", ""Requires complex mathematical derivations""]}",8.5
Starfire: Regularization-Free Adversarially-Robust Structured Sparse Training | OpenReview,"{""strengths"": [""Proposes structured sparse training for CNNs"", ""Achieves high accuracy with 70% target sparsity"", ""Demonstrates robustness against adversarial attacks""], ""weaknesses"": [""May introduce regularization-like overhead"", ""Limited exploration of pruning duration and learning-rate configuration"", ""Potential impact on model interpretability""]}",8.2
Random Partition Relaxation for Training Binary and Ternary Weight Neural Network | OpenReview,"{""strengths"": [""Improves state-of-the-art performance on ImageNet classification task"", ""Easy to integrate into existing frameworks"", ""Flexible weight partitioning approach""], ""weaknesses"": [""Quantization limitations may not generalize to other domains"", ""Requires significant computational resources for relaxation"", ""May not be suitable for very large models""]}",8.5
Multi-Agent Hierarchical Reinforcement Learning for Humanoid Navigation | OpenReview,"{""strengths"": [""Novel approach combining MARL and HRL for humanoid navigation"", ""Significant step in multi-agent models on simulated humanoid robot navigation"", ""Potential for real-world applications""], ""weaknesses"": [""Limited scope to real-world environments"", ""Dependence on simulated data"", ""Potential for complex implementation""]}",8.0
Neural Program Synthesis By Self-Learning | OpenReview,"{""strengths"": [""Improves synthesis performance"", ""Efficient code exploration"", ""Multi-entropy policy sampling""], ""weaknesses"": []}",8.0
BERT Wears GloVes: Distilling Static Embeddings from Pretrained Contextual Representations | OpenReview,"{""strengths"": [""Introduces new methods for static embeddings from pretrained contextual representations"", ""Demonstrates improved performance on word similarity and word relatedness tasks"", ""Provides insights for downstream tasks using contextual models""], ""weaknesses"": [""May be computationally intensive"", ""Could be seen as redundant with existing contextual models"", ""Limited scope on downstream tasks""]}",8.0
Domain Adaptation via Low-Rank Basis Approximation | OpenReview,"{""strengths"": [""Improved efficiency in domain adaptation"", ""Low computational time"", ""Orthogonal basis transfer approach""], ""weaknesses"": [""Limited to symmetric and asymmetric domain adaptation"", ""Depends on availability of source and target domain data"", ""May not work well with complex domain differences""]}",8.0
Reinforcement Learning Based Graph-to-Sequence Model for Natural Question Generation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Step Size Optimization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
UNIVERSAL MODAL EMBEDDING OF DYNAMICS IN VIDEOS AND ITS APPLICATIONS | OpenReview,"{""strengths"": [""Incorporates DMD for nonlinear dynamics extraction"", ""Proposes a novel CAE-DMD approach"", ""Empirical investigation on two applications""], ""weaknesses"": [""Limited dataset usage"", ""Potential for overfitting"", ""Interpretability of DMD results may be challenging""]}",8.2
Retrieving Signals in the Frequency Domain with Deep Complex Extractors | OpenReview,"{""strengths"": [""Novel mechanism for extracting signals in the frequency domain"", ""Effective in improving deep complex-valued network performance"", ""Scale and time-invariant loss function""], ""weaknesses"": [""Limited experimental results on other datasets"", ""Dependence on the Wall Street Journal Dataset"", ""Potential overfitting due to complex-valued computations""]}",8.5
Budgeted Training: Rethinking Deep Neural Network Training Under Resource Constraints | OpenReview,"{""strengths"": [""clearly identifies the importance of budgeted training"", ""proposes a novel approach to address resource constraints"", ""comprehensive experiments on diverse datasets""], ""weaknesses"": [""assumes a limited scope on optimization iterations"", ""may not be directly applicable to other resource constraints"", ""rely on extensive experiments for validation""]}",8.0
MGP-AttTCN: An Interpretable Machine Learning Model for the Prediction of Sepsis | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Learning to Learn via Gradient Component Corrections | OpenReview,"{""strengths"": [""Novel approach to meta-learning with GECCO"", ""Robust corrections of gradients corrupted by noise"", ""Improves existing gradient-based meta-learning algorithms""], ""weaknesses"": [""Limited exploration of GECCO's potential in high-dimensional feature spaces"", ""Dependence on context input parameter"", ""Potential for overfitting to the context input""]}",8.5
Residual EBMs: Does Real vs. Fake Text Discrimination Generalize? | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Dynamic Model Pruning with Feedback | OpenReview,"{""strengths"": [""Improves model deployment on low-end devices"", ""Achieves state-of-the-art performance"", ""One single training pass compression""], ""weaknesses"": [""Requires significant computational resources"", ""May not generalize well to other datasets"", ""Dependence on feedback signal could be a limitation""]}",8.5
Multi-Task Adapters for On-Device Audio Inference | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Differentiation of Blackbox Combinatorial Solvers | OpenReview,"{""strengths"": [""Introduces combinatorial building blocks into neural networks"", ""Provides theoretical and experimental backing"", ""Incorporates multiple combinatorial solvers""], ""weaknesses"": [""Lack of specific details on algorithmic implementation"", ""Unclear applicability to non-traveling salesman problem"", ""Dependence on specific solver choices""]}",8.5
Continual Learning via Neural Pruning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Neural Architecture Search by Learning Action Space for Monte Carlo Tree Search | OpenReview,"{""strengths"": [""Improves sample efficiency"", ""Uses variance as performance metric"", ""Outperforms SOTA in some cases""], ""weaknesses"": []}",8.2
Detecting Extrapolation with Local Ensembles | OpenReview,"{""strengths"": [""Novel approach to detecting extrapolation"", ""Use of local second-order information"", ""Potential for out-of-distribution detection""], ""weaknesses"": [""Dependence on pre-trained model"", ""Potential for false positives"", ""Limited applicability to non-linear relationships""]}",8.4
Wide Neural Networks are Interpolating Kernel Methods: Impact of Initialization on Generalization | OpenReview,"{""strengths"": [""Clarifies the relationship between neural networks and kernel methods"", ""Provides a new perspective on initialization"", ""Offers a criterion for good initialization strategies""], ""weaknesses"": [""Assumes squared loss"", ""May not generalize to non-fully connected NNs"", ""Limited to wide ReLU-NNs""]}",8.5
Self-Induced Curriculum Learning in Neural Machine Translation | OpenReview,"{""strengths"": [""In-depth analysis of SS-NMT model"", ""Comparison to state-of-the-art unsupervised NMT"", ""Insight into model's sampling choices""], ""weaknesses"": [""Limited scope of corpus used for analysis"", ""No discussion of potential biases in sampling"", ""Insufficient empirical evaluation of SS-NMT's effectiveness""]}",8.5
